INFO 2025-08-20 18:44:48 ts/train.py:144 Creating optimizer and scheduler
INFO 2025-08-20 18:44:48 ts/train.py:156 Output dir: outputs/train/pi0fast_80000
INFO 2025-08-20 18:44:48 ts/train.py:159 cfg.steps=80000 (80K)
INFO 2025-08-20 18:44:48 ts/train.py:160 dataset.num_frames=91622 (92K)
INFO 2025-08-20 18:44:48 ts/train.py:161 dataset.num_episodes=63
INFO 2025-08-20 18:44:48 ts/train.py:162 num_learnable_params=1984245760 (2B)
INFO 2025-08-20 18:44:48 ts/train.py:163 num_total_params=2923335444 (3B)
INFO 2025-08-20 18:44:48 ts/train.py:202 Start offline training on a fixed dataset
⚠️  DISCLAIMER: The PI0FAST model is ported from JAX by the Hugging Face team. 
   It is not expected to perform as well as the original implementation. 
   Original implementation: https://github.com/Physical-Intelligence/openpi
You're using a GemmaTokenizerFast tokenizer. Please note that with a fast tokenizer, using the `__call__` method is faster than using a method to encode the text followed by a call to the `pad` method to get a padded encoding.
You're using a GemmaTokenizerFast tokenizer. Please note that with a fast tokenizer, using the `__call__` method is faster than using a method to encode the text followed by a call to the `pad` method to get a padded encoding.
INFO 2025-08-20 18:46:55 ts/train.py:232 step:500 smpl:500 ep:0 epch:0.01 loss:4.011 grdn:53.097 lr:2.5e-05 updt_s:0.252 data_s:0.001
INFO 2025-08-20 18:49:00 ts/train.py:232 step:1K smpl:1K ep:1 epch:0.01 loss:2.410 grdn:25.698 lr:7.5e-05 updt_s:0.250 data_s:0.000
INFO 2025-08-20 18:51:06 ts/train.py:232 step:2K smpl:2K ep:1 epch:0.02 loss:2.490 grdn:32.384 lr:1.0e-04 updt_s:0.250 data_s:0.000
INFO 2025-08-20 18:53:11 ts/train.py:232 step:2K smpl:2K ep:1 epch:0.02 loss:2.251 grdn:20.762 lr:9.9e-05 updt_s:0.250 data_s:0.000
INFO 2025-08-20 18:55:16 ts/train.py:232 step:2K smpl:2K ep:2 epch:0.03 loss:2.249 grdn:21.037 lr:9.9e-05 updt_s:0.250 data_s:0.000
INFO 2025-08-20 18:57:22 ts/train.py:232 step:3K smpl:3K ep:2 epch:0.03 loss:2.146 grdn:19.336 lr:9.8e-05 updt_s:0.250 data_s:0.000
INFO 2025-08-20 18:59:27 ts/train.py:232 step:4K smpl:4K ep:2 epch:0.04 loss:2.122 grdn:18.639 lr:9.7e-05 updt_s:0.250 data_s:0.000
INFO 2025-08-20 19:01:33 ts/train.py:232 step:4K smpl:4K ep:3 epch:0.04 loss:2.091 grdn:18.204 lr:9.6e-05 updt_s:0.250 data_s:0.000
INFO 2025-08-20 19:03:38 ts/train.py:232 step:4K smpl:4K ep:3 epch:0.05 loss:2.005 grdn:16.365 lr:9.5e-05 updt_s:0.251 data_s:0.000
INFO 2025-08-20 19:05:44 ts/train.py:232 step:5K smpl:5K ep:3 epch:0.05 loss:1.999 grdn:16.614 lr:9.4e-05 updt_s:0.250 data_s:0.000
INFO 2025-08-20 19:05:44 ts/train.py:241 Checkpoint policy after step 5000
INFO 2025-08-20 19:08:04 ts/train.py:232 step:6K smpl:6K ep:4 epch:0.06 loss:1.983 grdn:16.085 lr:9.3e-05 updt_s:0.252 data_s:0.000
INFO 2025-08-20 19:10:13 ts/train.py:232 step:6K smpl:6K ep:4 epch:0.07 loss:1.961 grdn:16.196 lr:9.1e-05 updt_s:0.258 data_s:0.000
INFO 2025-08-20 19:12:33 ts/train.py:232 step:6K smpl:6K ep:4 epch:0.07 loss:1.922 grdn:14.719 lr:9.0e-05 updt_s:0.278 data_s:0.000
INFO 2025-08-20 19:14:41 ts/train.py:232 step:7K smpl:7K ep:5 epch:0.08 loss:1.917 grdn:15.508 lr:8.8e-05 updt_s:0.256 data_s:0.000
INFO 2025-08-20 19:17:02 ts/train.py:232 step:8K smpl:8K ep:5 epch:0.08 loss:1.901 grdn:15.546 lr:8.7e-05 updt_s:0.280 data_s:0.000
INFO 2025-08-20 19:19:22 ts/train.py:232 step:8K smpl:8K ep:6 epch:0.09 loss:1.878 grdn:14.663 lr:8.5e-05 updt_s:0.281 data_s:0.000
INFO 2025-08-20 19:21:43 ts/train.py:232 step:8K smpl:8K ep:6 epch:0.09 loss:1.862 grdn:14.895 lr:8.3e-05 updt_s:0.281 data_s:0.000
INFO 2025-08-20 19:24:04 ts/train.py:232 step:9K smpl:9K ep:6 epch:0.10 loss:1.850 grdn:15.364 lr:8.1e-05 updt_s:0.280 data_s:0.000
INFO 2025-08-20 19:26:25 ts/train.py:232 step:10K smpl:10K ep:7 epch:0.10 loss:1.844 grdn:15.571 lr:7.9e-05 updt_s:0.281 data_s:0.000
INFO 2025-08-20 19:28:46 ts/train.py:232 step:10K smpl:10K ep:7 epch:0.11 loss:1.780 grdn:13.928 lr:7.7e-05 updt_s:0.281 data_s:0.000
INFO 2025-08-20 19:28:46 ts/train.py:241 Checkpoint policy after step 10000
INFO 2025-08-20 19:31:21 ts/train.py:232 step:10K smpl:10K ep:7 epch:0.11 loss:1.782 grdn:15.057 lr:7.5e-05 updt_s:0.281 data_s:0.000
INFO 2025-08-20 19:33:41 ts/train.py:232 step:11K smpl:11K ep:8 epch:0.12 loss:1.709 grdn:14.731 lr:7.2e-05 updt_s:0.280 data_s:0.000
INFO 2025-08-20 19:35:54 ts/train.py:232 step:12K smpl:12K ep:8 epch:0.13 loss:1.706 grdn:13.961 lr:7.0e-05 updt_s:0.265 data_s:0.000
INFO 2025-08-20 19:38:00 ts/train.py:232 step:12K smpl:12K ep:8 epch:0.13 loss:1.662 grdn:12.866 lr:6.8e-05 updt_s:0.251 data_s:0.000
INFO 2025-08-20 19:40:21 ts/train.py:232 step:12K smpl:12K ep:9 epch:0.14 loss:1.654 grdn:13.145 lr:6.5e-05 updt_s:0.281 data_s:0.000
INFO 2025-08-20 19:42:42 ts/train.py:232 step:13K smpl:13K ep:9 epch:0.14 loss:1.657 grdn:13.134 lr:6.3e-05 updt_s:0.281 data_s:0.000
INFO 2025-08-20 19:45:03 ts/train.py:232 step:14K smpl:14K ep:9 epch:0.15 loss:1.629 grdn:13.410 lr:6.0e-05 updt_s:0.281 data_s:0.000
INFO 2025-08-20 19:47:24 ts/train.py:232 step:14K smpl:14K ep:10 epch:0.15 loss:1.609 grdn:13.442 lr:5.8e-05 updt_s:0.281 data_s:0.000
INFO 2025-08-20 19:49:45 ts/train.py:232 step:14K smpl:14K ep:10 epch:0.16 loss:1.591 grdn:13.484 lr:5.5e-05 updt_s:0.281 data_s:0.000
INFO 2025-08-20 19:52:06 ts/train.py:232 step:15K smpl:15K ep:10 epch:0.16 loss:1.564 grdn:12.794 lr:5.3e-05 updt_s:0.281 data_s:0.000
INFO 2025-08-20 19:52:06 ts/train.py:241 Checkpoint policy after step 15000
INFO 2025-08-20 19:54:41 ts/train.py:232 step:16K smpl:16K ep:11 epch:0.17 loss:1.545 grdn:12.760 lr:5.0e-05 updt_s:0.281 data_s:0.000
INFO 2025-08-20 19:57:00 ts/train.py:232 step:16K smpl:16K ep:11 epch:0.17 loss:1.531 grdn:12.201 lr:4.7e-05 updt_s:0.277 data_s:0.000
INFO 2025-08-20 19:59:05 ts/train.py:232 step:16K smpl:16K ep:11 epch:0.18 loss:1.498 grdn:12.344 lr:4.5e-05 updt_s:0.251 data_s:0.000
INFO 2025-08-20 20:01:11 ts/train.py:232 step:17K smpl:17K ep:12 epch:0.19 loss:1.512 grdn:11.772 lr:4.2e-05 updt_s:0.251 data_s:0.000
INFO 2025-08-20 20:03:17 ts/train.py:232 step:18K smpl:18K ep:12 epch:0.19 loss:1.494 grdn:12.719 lr:4.0e-05 updt_s:0.251 data_s:0.000
INFO 2025-08-20 20:05:22 ts/train.py:232 step:18K smpl:18K ep:12 epch:0.20 loss:1.513 grdn:12.747 lr:3.7e-05 updt_s:0.251 data_s:0.000
INFO 2025-08-20 20:07:28 ts/train.py:232 step:18K smpl:18K ep:13 epch:0.20 loss:1.484 grdn:12.075 lr:3.5e-05 updt_s:0.251 data_s:0.000
INFO 2025-08-20 20:09:34 ts/train.py:232 step:19K smpl:19K ep:13 epch:0.21 loss:1.448 grdn:11.589 lr:3.3e-05 updt_s:0.251 data_s:0.000
INFO 2025-08-20 20:11:39 ts/train.py:232 step:20K smpl:20K ep:13 epch:0.21 loss:1.474 grdn:12.319 lr:3.0e-05 updt_s:0.251 data_s:0.000
INFO 2025-08-20 20:13:45 ts/train.py:232 step:20K smpl:20K ep:14 epch:0.22 loss:1.486 grdn:12.274 lr:2.8e-05 updt_s:0.251 data_s:0.000
INFO 2025-08-20 20:13:45 ts/train.py:241 Checkpoint policy after step 20000
INFO 2025-08-20 20:16:04 ts/train.py:232 step:20K smpl:20K ep:14 epch:0.22 loss:1.463 grdn:12.792 lr:2.6e-05 updt_s:0.250 data_s:0.000
INFO 2025-08-20 20:18:10 ts/train.py:232 step:21K smpl:21K ep:14 epch:0.23 loss:1.431 grdn:12.391 lr:2.4e-05 updt_s:0.251 data_s:0.000
INFO 2025-08-20 20:20:16 ts/train.py:232 step:22K smpl:22K ep:15 epch:0.23 loss:1.431 grdn:11.557 lr:2.2e-05 updt_s:0.251 data_s:0.000
INFO 2025-08-20 20:22:21 ts/train.py:232 step:22K smpl:22K ep:15 epch:0.24 loss:1.456 grdn:12.473 lr:2.0e-05 updt_s:0.251 data_s:0.000
INFO 2025-08-20 20:24:27 ts/train.py:232 step:22K smpl:22K ep:15 epch:0.25 loss:1.434 grdn:12.114 lr:1.8e-05 updt_s:0.251 data_s:0.000
INFO 2025-08-20 20:26:33 ts/train.py:232 step:23K smpl:23K ep:16 epch:0.25 loss:1.419 grdn:13.014 lr:1.6e-05 updt_s:0.251 data_s:0.000
INFO 2025-08-20 20:28:38 ts/train.py:232 step:24K smpl:24K ep:16 epch:0.26 loss:1.436 grdn:12.642 lr:1.4e-05 updt_s:0.251 data_s:0.000
